Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-42,3010D,3010,Single,Single Bedroom,Individual,1.138115299,1.09515439,0.988982647
2017-42,3011A,3011,Single,Single Bedroom,Control,1.180675411,NA,NA
2017-42,3011B,3011,Single,Single Bedroom,Control,1.32780594,NA,NA
2017-42,3011C,3011,Single,Single Bedroom,Control,1.141154002,NA,NA
2017-42,3011D,3011,Single,Single Bedroom,Control,0.989953143,NA,NA
2017-42,3013A,3013,Double,Double Bedroom,Control,1.007475207,NA,NA
2017-42,3013B,3013,Double,Double Bedroom,Control,0.973533503,NA,NA
2017-42,3014A,3014,Double,Double Bedroom,Cluster,1.971317891,1.843100745,1.743655965
2017-42,3014B,3014,Double,Double Bedroom,Cluster,1.971317891,1.843100745,1.743655965
2017-42,3015A,3015,Double,Double Bedroom,Control,0.934669913,NA,NA
2017-42,3015B,3015,Double,Double Bedroom,Control,0.986447783,NA,NA
2017-42,3018B,3018,NA,Double Bedroom,Control,0.989699415,NA,NA
2017-42,3021A,3021,NA,Single Bedroom,Control,1.227524302,NA,NA
2017-42,3021B,3021,NA,Single Bedroom,Control,1.002213167,NA,NA
2017-42,3021D,3021,NA,Single Bedroom,Control,1.019885432,NA,NA
2017-42,3022A,3022,Single,Single Bedroom,Control,1.047177581,NA,NA
2017-42,3022B,3022,Single,Single Bedroom,Control,1.0965614,NA,NA
2017-42,3022C,3022,Single,Single Bedroom,Control,1.021785959,NA,NA
2017-42,3022D,3022,Single,Single Bedroom,Control,1.068140437,NA,NA
2017-42,3023A,3023,NA,Single Bedroom,Individual,1.222481198,1.094643082,0.988982647
2017-42,3023B,3023,NA,Single Bedroom,Individual,1.05752504,1.095642816,0.988982647
2017-42,3024A,3024,NA,Single Bedroom,Control,1.116656694,NA,NA
2017-42,3024B,3024,NA,Single Bedroom,Control,1.067762794,NA,NA
2017-42,3024C,3024,NA,Single Bedroom,Control,1.077130974,NA,NA
2017-42,3027B,3027,NA,Double Bedroom,Individual,0.860264611,0.920753051,0.8522611
2017-42,3029A,3029,Double,Double Bedroom,Individual,0.857647093,0.920771484,0.8522611
2017-42,3029B,3029,Double,Double Bedroom,Individual,0.887770542,0.920559348,0.8522611
2017-42,3030A,3030,Double,Double Bedroom,Cluster,1.777591188,1.846276593,1.743655965
2017-42,3030B,3030,Double,Double Bedroom,Cluster,1.777591188,1.846276593,1.743655965
2017-42,3031A,3031,Double,Double Bedroom,Control,1.053006548,NA,NA
2017-42,3031B,3031,Double,Double Bedroom,Control,0.885270067,NA,NA
2017-42,3032B,3032,NA,Double Bedroom,Individual,0.928560825,0.920272092,0.8522611
2017-42,3036A,3036,NA,Single Bedroom,Individual,1.121891699,1.095252715,0.988982647
2017-42,3036B,3036,NA,Double Bedroom,Individual,0.818632727,0.921046234,0.852845265
2017-42,3037A,3037,Double,Double Bedroom,Individual,0.863953613,0.920727072,0.8522611
2017-42,3037B,3037,Double,Double Bedroom,Individual,0.946334878,0.920146923,0.8522611
2017-42,3039A,3039,Double,Double Bedroom,Control,0.920919746,NA,NA
2017-42,3039B,3039,Double,Double Bedroom,Control,0.949473877,NA,NA
2017-42,3040A,3040,NA,Single Bedroom,Control,1.072696953,NA,NA
2017-42,3040B,3040,NA,Double Bedroom,Control,0.872206935,NA,NA
2017-42,3042A,3042,Double,Double Bedroom,Cluster,1.877851101,1.844632988,1.743655965
2017-42,3042B,3042,Double,Double Bedroom,Cluster,1.877851101,1.844632988,1.743655965
2017-42,4007,4007,NA,Single Bedroom,Control,1.01041978,NA,NA
2017-42,4008A,4008,Double,Double Bedroom,Cluster,1.797039932,1.845957761,1.743655965
2017-42,4008B,4008,Double,Double Bedroom,Cluster,1.797039932,1.845957761,1.743655965
2017-42,4009A,4009,Single,Single Bedroom,Cluster,4.184267331,4.37996911,4.107617101
2017-42,4009B,4009,Single,Single Bedroom,Cluster,4.184267331,4.37996911,4.107617101
2017-42,4009C,4009,Single,Single Bedroom,Cluster,4.184267331,4.37996911,4.107617101
2017-42,4009D,4009,Single,Single Bedroom,Cluster,4.184267331,4.37996911,4.107617101
2017-42,4010A,4010,Single,Single Bedroom,Individual,1.119336455,1.095268202,0.988982647
2017-42,4010B,4010,Single,Single Bedroom,Individual,1.167648822,1.094975399,0.988982647
2017-42,4010C,4010,Single,Single Bedroom,Individual,1.181755323,1.094889905,0.988982647
2017-42,4010D,4010,Single,Single Bedroom,Individual,1.058031087,1.095639749,0.988982647
2017-42,4011A,4011,Single,Single Bedroom,Cluster,4.645618714,4.365086807,4.107617101
2017-42,4011B,4011,Single,Single Bedroom,Cluster,4.645618714,4.365086807,4.107617101
2017-42,4011C,4011,Single,Single Bedroom,Cluster,4.645618714,4.365086807,4.107617101
2017-42,4011D,4011,Single,Single Bedroom,Cluster,4.645618714,4.365086807,4.107617101
2017-42,4013A,4013,Double,Double Bedroom,Cluster,1.79221753,1.846036817,1.743655965
2017-42,4013B,4013,Double,Double Bedroom,Cluster,1.79221753,1.846036817,1.743655965
2017-42,4014A,4014,Double,Double Bedroom,Cluster,1.941341367,1.843592164,1.743655965
2017-42,4014B,4014,Double,Double Bedroom,Cluster,1.941341367,1.843592164,1.743655965
2017-42,4015A,4015,Double,Double Bedroom,Control,0.89464921,NA,NA
2017-42,4015B,4015,Double,Double Bedroom,Control,0.91657582,NA,NA
2017-42,4018A,4018,Double,Double Bedroom,Cluster,1.943598998,1.843555153,1.743655965
2017-42,4018B,4018,Double,Double Bedroom,Cluster,1.943598998,1.843555153,1.743655965
2017-42,4021D,4021,NA,Single Bedroom,Control,0.974107605,NA,NA
2017-42,4022A,4022,Single,Single Bedroom,Cluster,4.865452473,4.357995395,4.107617101
2017-42,4022B,4022,Single,Single Bedroom,Cluster,4.865452473,4.357995395,4.107617101
2017-42,4022C,4022,Single,Single Bedroom,Cluster,4.865452473,4.357995395,4.107617101
2017-42,4022D,4022,Single,Single Bedroom,Cluster,4.865452473,4.357995395,4.107617101
2017-42,4023A,4023,Single,Single Bedroom,Control,1.1166426,NA,NA
2017-42,4023B,4023,Single,Single Bedroom,Control,1.034416268,NA,NA
2017-42,4023C,4023,Single,Single Bedroom,Control,0.990908654,NA,NA
2017-42,4023D,4023,Single,Single Bedroom,Control,0.98929502,NA,NA
2017-42,4024C,4024,NA,Single Bedroom,Individual,1.034416268,1.095782869,0.988982647
2017-42,4024D,4024,NA,Single Bedroom,Individual,1.00083715,1.095986379,0.988982647
2017-42,4027A,4027,Double,Double Bedroom,Cluster,1.720479218,1.847212855,1.745417635
2017-42,4027B,4027,Double,Double Bedroom,Cluster,1.720479218,1.847212855,1.745417635
2017-42,4029A,4029,Double,Double Bedroom,Individual,0.899786035,0.920474731,0.8522611
2017-42,4029B,4029,Double,Double Bedroom,Individual,0.852434555,0.920808192,0.852671809
2017-42,4030A,4030,Double,Double Bedroom,Control,0.975774795,NA,NA
2017-42,4030B,4030,Double,Double Bedroom,Control,0.848928093,NA,NA
2017-42,4031A,4031,Double,Double Bedroom,Cluster,1.760229085,1.846561218,1.743655965
2017-42,4031B,4031,Double,Double Bedroom,Cluster,1.760229085,1.846561218,1.743655965
2017-42,4032A,4032,Double,Double Bedroom,Individual,0.848928093,0.920832886,0.852845265
2017-42,4032B,4032,Double,Double Bedroom,Individual,0.85584649,0.920784165,0.8522611
2017-42,4036A,4036,NA,Single Bedroom,Individual,1.088818657,1.095453158,0.988982647
2017-42,4036B,4036,NA,Double Bedroom,Individual,0.8786676,0.920623453,0.8522611
2017-42,4037A,4037,Double,Double Bedroom,Cluster,1.778027369,1.846269442,1.743655965
2017-42,4037B,4037,Double,Double Bedroom,Cluster,1.778027369,1.846269442,1.743655965
2017-42,4039A,4039,Double,Double Bedroom,Control,0.820783568,NA,NA
2017-42,4039B,4039,Double,Double Bedroom,Control,0.933684747,NA,NA
2017-42,4040A,4040,NA,Single Bedroom,Control,0.971133151,NA,NA
2017-42,4040B,4040,NA,Double Bedroom,Control,0.822187055,NA,NA
2017-42,4042A,4042,Double,Double Bedroom,Control,0.836140197,NA,NA
2017-42,4042B,4042,Double,Double Bedroom,Control,0.857074754,NA,NA
2017-42,5007,5007,NA,Single Bedroom,Individual,1.069678946,1.095569156,0.988982647
2017-42,5008A,5008,Double,Double Bedroom,Individual,0.904470647,0.920441741,0.8522611
2017-42,5008B,5008,Double,Double Bedroom,Individual,0.923047271,0.92031092,0.8522611
2017-42,5009A,5009,Single,Single Bedroom,Control,1.066697991,NA,NA
2017-42,5009B,5009,Single,Single Bedroom,Control,1.069678946,NA,NA
2017-42,5009C,5009,Single,Single Bedroom,Control,1.282992673,NA,NA
2017-42,5009D,5009,Single,Single Bedroom,Control,0.988514086,NA,NA
2017-42,5010A,5010,Single,Single Bedroom,Cluster,4.329386231,4.375287855,4.107617101
2017-42,5010B,5010,Single,Single Bedroom,Cluster,4.329386231,4.375287855,4.107617101
2017-42,5010C,5010,Single,Single Bedroom,Cluster,4.329386231,4.375287855,4.107617101
2017-42,5010D,5010,Single,Single Bedroom,Cluster,4.329386231,4.375287855,4.107617101
2017-42,5011A,5011,Single,Single Bedroom,Control,0.937453875,NA,NA
2017-42,5011B,5011,Single,Single Bedroom,Control,1.215926656,NA,NA
2017-42,5011C,5011,Single,Single Bedroom,Control,0.958817715,NA,NA
2017-42,5011D,5011,Single,Single Bedroom,Control,0.983243873,NA,NA
2017-42,5013A,5013,Double,Double Bedroom,Control,0.929801615,NA,NA
2017-42,5013B,5013,Double,Double Bedroom,Control,0.85223049,NA,NA
2017-42,5014A,5014,Double,Double Bedroom,Cluster,1.690228456,1.847708769,1.745417635
2017-42,5014B,5014,Double,Double Bedroom,Cluster,1.690228456,1.847708769,1.745417635
2017-42,5015A,5015,Double,Double Bedroom,Individual,0.92343275,0.920308205,0.8522611
2017-42,5015B,5015,Double,Double Bedroom,Individual,0.831836856,0.920953247,0.852845265
2017-42,5018A,5018,Double,Double Bedroom,Individual,0.953158736,0.920098867,0.8522611
2017-42,5018B,5018,Double,Double Bedroom,Individual,0.925161266,0.920296033,0.8522611
2017-42,5021A,5021,Single,Single Bedroom,Individual,1.214366965,1.094692259,0.988982647
2017-42,5021B,5021,Single,Single Bedroom,Individual,1.172653792,1.094945066,0.988982647
2017-42,5021C,5021,Single,Single Bedroom,Individual,0.942191269,1.096341809,0.989345535
2017-42,5021D,5021,Single,Single Bedroom,Individual,1.069678946,1.095569156,0.988982647
2017-42,5022A,5022,Single,Single Bedroom,Cluster,4.235202676,4.378326034,4.107617101
2017-42,5022B,5022,Single,Single Bedroom,Cluster,4.235202676,4.378326034,4.107617101
2017-42,5022C,5022,Single,Single Bedroom,Cluster,4.235202676,4.378326034,4.107617101
2017-42,5022D,5022,Single,Single Bedroom,Cluster,4.235202676,4.378326034,4.107617101
2017-42,5023A,5023,Single,Single Bedroom,Cluster,3.979629441,4.386570332,4.125527313
2017-42,5023B,5023,Single,Single Bedroom,Cluster,3.979629441,4.386570332,4.125527313
2017-42,5023C,5023,Single,Single Bedroom,Cluster,3.979629441,4.386570332,4.125527313
2017-42,5023D,5023,Single,Single Bedroom,Cluster,3.979629441,4.386570332,4.125527313
2017-42,5024A,5024,NA,Single Bedroom,Control,0.932348854,NA,NA
2017-42,5024B,5024,NA,Single Bedroom,Control,1.370865626,NA,NA
2017-42,5024C,5024,NA,Single Bedroom,Control,0.932348854,NA,NA
2017-42,5027A,5027,NA,Double Bedroom,Individual,0.857745683,0.92077079,0.8522611
2017-42,5027B,5027,NA,Double Bedroom,Individual,0.953336454,0.920097616,0.8522611
2017-42,5029A,5029,Double,Double Bedroom,Cluster,1.720112604,1.847218865,1.745417635
2017-42,5029B,5029,Double,Double Bedroom,Cluster,1.720112604,1.847218865,1.745417635
2017-42,5030A,5030,Double,Double Bedroom,Individual,0.865449452,0.920716538,0.8522611
2017-42,5030B,5030,Double,Double Bedroom,Individual,0.848059104,0.920839006,0.852845265
2017-42,5031A,5031,Double,Double Bedroom,Cluster,1.954751767,1.843372321,1.743655965
2017-42,5031B,5031,Double,Double Bedroom,Cluster,1.954751767,1.843372321,1.743655965
2017-42,5032A,5032,Double,Double Bedroom,Individual,0.878526705,0.920624445,0.8522611
2017-42,5032B,5032,Double,Double Bedroom,Individual,0.895424487,0.920505446,0.8522611
2017-42,5036A,5036,NA,Single Bedroom,Individual,0.989379211,1.096055821,0.988982647
2017-42,5036B,5036,NA,Double Bedroom,Individual,0.928264567,0.920274178,0.8522611
2017-42,5037A,5037,NA,Double Bedroom,Control,0.995267934,NA,NA
2017-42,5039A,5039,Double,Double Bedroom,Cluster,1.883329343,1.844543181,1.743655965
2017-42,5039B,5039,Double,Double Bedroom,Cluster,1.883329343,1.844543181,1.743655965
2017-42,5040A,5040,NA,Single Bedroom,Individual,1.034416268,1.095782869,0.988982647
2017-42,5040B,5040,NA,Double Bedroom,Individual,0.9934983,0.919814786,0.8522611
2017-42,5042A,5042,Double,Double Bedroom,Cluster,1.775192179,1.846315921,1.743655965
2017-42,5042B,5042,Double,Double Bedroom,Cluster,1.775192179,1.846315921,1.743655965
2017-42,6008A,6008,Double,Double Bedroom,Control,0.849585051,NA,NA
2017-42,6008B,6008,Double,Double Bedroom,Control,0.933908504,NA,NA
2017-42,6009A,6009,Single,Single Bedroom,Cluster,4.315388888,4.375739382,4.107617101
2017-42,6009B,6009,Single,Single Bedroom,Cluster,4.315388888,4.375739382,4.107617101
2017-42,6009C,6009,Single,Single Bedroom,Cluster,4.315388888,4.375739382,4.107617101
2017-42,6009D,6009,Single,Single Bedroom,Cluster,4.315388888,4.375739382,4.107617101
2017-42,6010A,6010,Single,Single Bedroom,Individual,0.973585878,1.096151538,0.989345535
2017-42,6010B,6010,Single,Single Bedroom,Individual,1.041516236,1.095739839,0.988982647
2017-42,6010C,6010,Single,Single Bedroom,Individual,1.041516236,1.095739839,0.988982647
2017-42,6010D,6010,Single,Single Bedroom,Individual,1.063173733,1.095608582,0.988982647
2017-42,6011A,6011,Single,Single Bedroom,Individual,0.981813772,1.096101672,0.989345535
2017-42,6011B,6011,Single,Single Bedroom,Individual,1.055377936,1.095655829,0.988982647
2017-42,6011C,6011,Single,Single Bedroom,Individual,1.187324636,1.094856152,0.988982647
2017-42,6011D,6011,Single,Single Bedroom,Individual,1.083532295,1.095485196,0.988982647
2017-42,6013A,6013,Double,Double Bedroom,Cluster,1.935246571,1.843692078,1.743655965
2017-42,6013B,6013,Double,Double Bedroom,Cluster,1.935246571,1.843692078,1.743655965
2017-42,6014A,6014,Double,Double Bedroom,Cluster,1.81821934,1.845610558,1.743655965
2017-42,6014B,6014,Double,Double Bedroom,Cluster,1.81821934,1.845610558,1.743655965
2017-42,6015A,6015,Double,Double Bedroom,Individual,0.849040504,0.920832094,0.852845265
2017-42,6015B,6015,Double,Double Bedroom,Individual,0.871227807,0.920675846,0.8522611
2017-42,6018A,6018,Double,Double Bedroom,Individual,0.896371941,0.920498774,0.8522611
2017-42,6018B,6018,Double,Double Bedroom,Individual,0.867557778,0.920701691,0.8522611
2017-42,6021A,6021,Single,Single Bedroom,Cluster,4.91650087,4.356348673,4.107617101
2017-42,6021B,6021,Single,Single Bedroom,Cluster,4.91650087,4.356348673,4.107617101
2017-42,6021C,6021,Single,Single Bedroom,Cluster,4.91650087,4.356348673,4.107617101
2017-42,6021D,6021,Single,Single Bedroom,Cluster,4.91650087,4.356348673,4.107617101
2017-42,6022A,6022,Single,Single Bedroom,Cluster,4.020638293,4.385247466,4.125527313
2017-42,6022B,6022,Single,Single Bedroom,Cluster,4.020638293,4.385247466,4.125527313
2017-42,6022C,6022,Single,Single Bedroom,Cluster,4.020638293,4.385247466,4.125527313
2017-42,6022D,6022,Single,Single Bedroom,Cluster,4.020638293,4.385247466,4.125527313
2017-42,6023A,6023,NA,Single Bedroom,Individual,1.072539148,1.095551822,0.988982647
2017-42,6023B,6023,NA,Single Bedroom,Individual,1.105568635,1.095351643,0.988982647
2017-42,6024A,6024,Single,Single Bedroom,Control,1.159048835,NA,NA
2017-42,6024B,6024,Single,Single Bedroom,Control,1.329152453,NA,NA
2017-42,6024C,6024,Single,Single Bedroom,Control,1.048678812,NA,NA
2017-42,6024D,6024,Single,Single Bedroom,Control,1.283865921,NA,NA
2017-42,6027A,6027,Double,Double Bedroom,Control,1.04123152,NA,NA
2017-42,6027B,6027,Double,Double Bedroom,Control,0.848300339,NA,NA
2017-42,6029A,6029,Double,Double Bedroom,Cluster,1.72188946,1.847189736,1.745417635
2017-42,6029B,6029,Double,Double Bedroom,Cluster,1.72188946,1.847189736,1.745417635
2017-42,6030A,6030,Double,Double Bedroom,Cluster,1.767257481,1.846445998,1.743655965
2017-42,6030B,6030,Double,Double Bedroom,Cluster,1.767257481,1.846445998,1.743655965
2017-42,6031A,6031,Double,Double Bedroom,Cluster,1.710415073,1.847377841,1.745417635
2017-42,6031B,6031,Double,Double Bedroom,Cluster,1.710415073,1.847377841,1.745417635
2017-42,6032B,6032,NA,Double Bedroom,Control,0.882941433,NA,NA
2017-42,6036A,6036,NA,Single Bedroom,Individual,1.125808356,1.095228978,0.988982647
2017-42,6036B,6036,NA,Double Bedroom,Individual,0.944372898,0.920160739,0.8522611
2017-42,6037A,6037,Double,Double Bedroom,Cluster,1.9111524,1.844087065,1.743655965
2017-42,6037B,6037,Double,Double Bedroom,Cluster,1.9111524,1.844087065,1.743655965
2017-42,6039A,6039,Double,Double Bedroom,Individual,0.855172619,0.92078891,0.8522611
2017-42,6039B,6039,Double,Double Bedroom,Individual,0.888483345,0.920554328,0.8522611
2017-42,6040A,6040,NA,Single Bedroom,Individual,1.18208261,1.094887922,0.988982647
2017-42,6040B,6040,NA,Double Bedroom,Individual,0.941348404,0.920182039,0.8522611
2017-42,6042A,6042,Double,Double Bedroom,Cluster,1.882090232,1.844563494,1.743655965
2017-42,6042B,6042,Double,Double Bedroom,Cluster,1.882090232,1.844563494,1.743655965
2017-43,1008A,1008,Double,Double Bedroom,Cluster,2.817890305,2.789520018,2.616723558
2017-43,1008B,1008,Double,Double Bedroom,Cluster,2.817890305,2.789520018,2.616723558
2017-43,1009A,1009,NA,Single Bedroom,Control,1.634764352,NA,NA
2017-43,1009B,1009,NA,Single Bedroom,Control,1.664117537,NA,NA
2017-43,1009C,1009,NA,Single Bedroom,Control,1.399995236,NA,NA
2017-43,1010A,1010,Single,Single Bedroom,Individual,1.834311376,1.71845687,1.523456101
2017-43,1010B,1010,Single,Single Bedroom,Individual,1.991336204,1.717559586,1.523456101
2017-43,1010C,1010,Single,Single Bedroom,Individual,1.609907647,1.719739177,1.523456101
2017-43,1010D,1010,Single,Single Bedroom,Individual,1.698324397,1.719233939,1.523456101
2017-43,1011A,1011,Single,Single Bedroom,Individual,1.766892059,1.718842124,1.523456101
2017-43,1011B,1011,Single,Single Bedroom,Individual,1.328135615,1.721349303,1.52453067
2017-43,1011C,1011,Single,Single Bedroom,Individual,1.776539716,1.718786994,1.523456101
2017-43,1011D,1011,Single,Single Bedroom,Individual,1.438043489,1.720721258,1.52453067
2017-43,1013A,1013,Double,Double Bedroom,Control,1.319923151,NA,NA
2017-43,1013B,1013,Double,Double Bedroom,Control,1.341144129,NA,NA
2017-43,1014A,1014,Double,Double Bedroom,Individual,1.377294939,1.396286826,1.264349912
2017-43,1014B,1014,Double,Double Bedroom,Individual,1.441449897,1.395850398,1.264349912
2017-43,1015A,1015,Double,Double Bedroom,Individual,1.478992169,1.395595008,1.264349912
2017-43,1015B,1015,Double,Double Bedroom,Individual,1.396121086,1.396158757,1.264349912
2017-43,1018A,1018,Double,Double Bedroom,Individual,1.576378976,1.394932513,1.264349912
2017-43,1018B,1018,Double,Double Bedroom,Individual,1.434321569,1.39589889,1.264349912
2017-43,1021A,1021,Single,Single Bedroom,Control,1.530207237,NA,NA
2017-43,1021B,1021,Single,Single Bedroom,Control,1.679256384,NA,NA
2017-43,1021C,1021,Single,Single Bedroom,Control,1.845783701,NA,NA
2017-43,1021D,1021,Single,Single Bedroom,Control,1.74708322,NA,NA
2017-43,1022A,1022,Single,Single Bedroom,Control,1.657645968,NA,NA
2017-43,1022B,1022,Single,Single Bedroom,Control,1.995785407,NA,NA
2017-43,1022C,1022,Single,Single Bedroom,Control,1.325855802,NA,NA
2017-43,1022D,1022,Single,Single Bedroom,Control,1.507277856,NA,NA
2017-43,1023A,1023,Single,Single Bedroom,Individual,1.705951602,1.719190355,1.523456101
2017-43,1023B,1023,Single,Single Bedroom,Individual,1.454870435,1.720625104,1.52453067
2017-43,1023C,1023,Single,Single Bedroom,Individual,1.54679725,1.720099808,1.523456101
2017-43,1023D,1023,Single,Single Bedroom,Individual,1.629171068,1.719629101,1.523456101
2017-43,1024A,1024,Single,Single Bedroom,Control,1.397926665,NA,NA
2017-43,1024B,1024,Single,Single Bedroom,Control,1.569395542,NA,NA
2017-43,1024C,1024,Single,Single Bedroom,Control,1.439785547,NA,NA
2017-43,1024D,1024,Single,Single Bedroom,Control,2.030631267,NA,NA
2017-43,2007,2007,NA,Single Bedroom,Control,1.665378335,NA,NA
2017-43,2008A,2008,Double,Double Bedroom,Control,1.353793336,NA,NA
2017-43,2008B,2008,Double,Double Bedroom,Control,1.117764134,NA,NA
2017-43,2009A,2009,NA,Single Bedroom,Control,1.374150986,NA,NA
2017-43,2009B,2009,NA,Single Bedroom,Control,1.481000738,NA,NA
2017-43,2009C,2009,NA,Single Bedroom,Control,1.362174382,NA,NA
2017-43,2010A,2010,Single,Single Bedroom,Individual,1.605495214,1.719764391,1.523456101
2017-43,2010B,2010,Single,Single Bedroom,Individual,1.726521944,1.71907281,1.523456101
2017-43,2010C,2010,Single,Single Bedroom,Individual,1.910583429,1.71802103,1.523456101
2017-43,2010D,2010,Single,Single Bedroom,Individual,1.747953761,1.718950342,1.523456101
2017-43,2011A,2011,Single,Single Bedroom,Cluster,6.101439946,6.907425105,6.3394314
2017-43,2011B,2011,Single,Single Bedroom,Cluster,6.101439946,6.907425105,6.3394314
2017-43,2011C,2011,Single,Single Bedroom,Cluster,6.101439946,6.907425105,6.3394314
2017-43,2011D,2011,Single,Single Bedroom,Cluster,6.101439946,6.907425105,6.3394314
2017-43,2013A,2013,Double,Double Bedroom,Cluster,2.253561116,2.798070461,2.624285931
2017-43,2013B,2013,Double,Double Bedroom,Cluster,2.253561116,2.798070461,2.624285931
2017-43,2014A,2014,Double,Double Bedroom,Individual,1.088981508,1.398248142,1.269222766
2017-43,2014B,2014,Double,Double Bedroom,Individual,1.228726318,1.397297497,1.269222766
2017-43,2015A,2015,Double,Double Bedroom,Control,1.368770933,NA,NA
2017-43,2015B,2015,Double,Double Bedroom,Control,1.570454132,NA,NA
2017-43,2018A,2018,Double,Double Bedroom,Cluster,2.606914499,2.792716622,2.624285931
2017-43,2018B,2018,Double,Double Bedroom,Cluster,2.606914499,2.792716622,2.624285931
2017-43,2021A,2021,Single,Single Bedroom,Cluster,5.72928729,6.918058038,6.3394314
2017-43,2021B,2021,Single,Single Bedroom,Cluster,5.72928729,6.918058038,6.3394314
2017-43,2021C,2021,Single,Single Bedroom,Cluster,5.72928729,6.918058038,6.3394314
2017-43,2021D,2021,Single,Single Bedroom,Cluster,5.72928729,6.918058038,6.3394314
2017-43,2022A,2022,Single,Single Bedroom,Cluster,6.120713201,6.906874441,6.3394314
2017-43,2022B,2022,Single,Single Bedroom,Cluster,6.120713201,6.906874441,6.3394314
2017-43,2022C,2022,Single,Single Bedroom,Cluster,6.120713201,6.906874441,6.3394314
2017-43,2022D,2022,Single,Single Bedroom,Cluster,6.120713201,6.906874441,6.3394314
2017-43,2023A,2023,Single,Single Bedroom,Individual,1.722920656,1.719093389,1.523456101
2017-43,2023B,2023,Single,Single Bedroom,Individual,1.190306289,1.722136899,1.52453067
2017-43,2023C,2023,Single,Single Bedroom,Individual,2.049294096,1.717228398,1.523456101
2017-43,2023D,2023,Single,Single Bedroom,Individual,1.400679748,1.720934765,1.52453067
2017-43,2024A,2024,Single,Single Bedroom,Control,1.525734355,NA,NA
2017-43,2024B,2024,Single,Single Bedroom,Control,1.233942359,NA,NA
2017-43,2024C,2024,Single,Single Bedroom,Control,1.390037136,NA,NA
2017-43,2024D,2024,Single,Single Bedroom,Control,1.358402579,NA,NA
2017-43,2027A,2027,NA,Double Bedroom,Control,1.336620837,NA,NA
2017-43,2029A,2029,Double,Double Bedroom,Cluster,2.619993245,2.792518459,2.621016244
2017-43,2029B,2029,Double,Double Bedroom,Cluster,2.619993245,2.792518459,2.621016244
2017-43,2030A,2030,Double,Double Bedroom,Cluster,2.787373717,2.789982391,2.616723558
2017-43,2030B,2030,Double,Double Bedroom,Cluster,2.787373717,2.789982391,2.616723558
2017-43,2031A,2031,Double,Double Bedroom,Individual,1.35083013,1.396466859,1.264349912
2017-43,2031B,2031,Double,Double Bedroom,Individual,1.274886695,1.396983481,1.264349912
2017-43,2032A,2032,Double,Double Bedroom,Control,1.311376834,NA,NA
2017-43,2032B,2032,Double,Double Bedroom,Control,1.229224528,NA,NA
2017-43,2036A,2036,NA,Single Bedroom,Individual,1.389445879,1.720998959,1.52453067
2017-43,2036B,2036,NA,Double Bedroom,Individual,1.170661294,1.397692497,1.269222766
2017-43,2037A,2037,Double,Double Bedroom,Control,1.33709448,NA,NA
2017-43,2037B,2037,Double,Double Bedroom,Control,1.259366124,NA,NA
2017-43,2039A,2039,Double,Double Bedroom,Individual,1.193524887,1.397536962,1.269222766
2017-43,2039B,2039,Double,Double Bedroom,Individual,1.126348426,1.397993945,1.269222766
2017-43,2040A,2040,NA,Single Bedroom,Individual,1.520709295,1.720248882,1.52453067
2017-43,2040B,2040,NA,Double Bedroom,Individual,1.242360193,1.397204749,1.269222766
2017-43,2042A,2042,Double,Double Bedroom,Individual,1.408328837,1.396075711,1.264349912
2017-43,2042B,2042,Double,Double Bedroom,Individual,1.264903666,1.397051392,1.268669012
2017-43,3007,3007,NA,Single Bedroom,Control,1.771811916,NA,NA
2017-43,3008A,3008,Double,Double Bedroom,Individual,1.403359406,1.396109517,1.264349912
2017-43,3008B,3008,Double,Double Bedroom,Individual,1.343229286,1.396518565,1.264349912
2017-43,3009A,3009,Single,Single Bedroom,Control,1.594145655,NA,NA
2017-43,3009B,3009,Single,Single Bedroom,Control,1.598988326,NA,NA
2017-43,3009C,3009,Single,Single Bedroom,Control,1.52453067,NA,NA
2017-43,3009D,3009,Single,Single Bedroom,Control,1.594145655,NA,NA
2017-43,3010A,3010,Single,Single Bedroom,Individual,1.667089175,1.719412426,1.523456101
2017-43,3010B,3010,Single,Single Bedroom,Individual,1.466881782,1.720556468,1.52453067
2017-43,3010C,3010,Single,Single Bedroom,Individual,1.661169297,1.719446254,1.523456101
2017-43,3010D,3010,Single,Single Bedroom,Individual,1.742245889,1.718982959,1.523456101
2017-43,3011A,3011,Single,Single Bedroom,Control,1.838937233,NA,NA
2017-43,3011B,3011,Single,Single Bedroom,Control,1.97586659,NA,NA
2017-43,3011C,3011,Single,Single Bedroom,Control,1.769871988,NA,NA
2017-43,3011D,3011,Single,Single Bedroom,Control,1.428445472,NA,NA
2017-43,3013A,3013,Double,Double Bedroom,Control,1.387979414,NA,NA
2017-43,3013B,3013,Double,Double Bedroom,Control,1.443787251,NA,NA
2017-43,3014A,3014,Double,Double Bedroom,Cluster,2.803381644,2.789739847,2.616723558
2017-43,3014B,3014,Double,Double Bedroom,Cluster,2.803381644,2.789739847,2.616723558
2017-43,3015A,3015,Double,Double Bedroom,Control,1.284836213,NA,NA
2017-43,3015B,3015,Double,Double Bedroom,Control,1.404336883,NA,NA
2017-43,3018A,3018,Double,Double Bedroom,Control,1.701176848,NA,NA
2017-43,3018B,3018,Double,Double Bedroom,Control,1.439938435,NA,NA
