Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-46,3009B,3009,Single,Single Bedroom,Control,2.362617665,NA,NA
2017-46,3009C,3009,Single,Single Bedroom,Control,2.207349556,NA,NA
2017-46,3009D,3009,Single,Single Bedroom,Control,2.24139958,NA,NA
2017-46,3010A,3010,Single,Single Bedroom,Individual,2.436165717,2.362376804,2.162312724
2017-46,3010B,3010,Single,Single Bedroom,Individual,2.162403524,2.36395015,2.172375446
2017-46,3010C,3010,Single,Single Bedroom,Individual,2.451601728,2.362288092,2.162312724
2017-46,3010D,3010,Single,Single Bedroom,Individual,2.512437771,2.361938459,2.162312724
2017-46,3011A,3011,Single,Single Bedroom,Control,2.542855792,NA,NA
2017-46,3011B,3011,Single,Single Bedroom,Control,2.599151832,NA,NA
2017-46,3011C,3011,Single,Single Bedroom,Control,2.492461757,NA,NA
2017-46,3011D,3011,Single,Single Bedroom,Control,2.371697672,NA,NA
2017-46,3013A,3013,Double,Double Bedroom,Control,1.915920184,NA,NA
2017-46,3013B,3013,Double,Double Bedroom,Control,2.0606689,NA,NA
2017-46,3014A,3014,Double,Double Bedroom,Cluster,4.133703268,3.788661321,3.564006592
2017-46,3014B,3014,Double,Double Bedroom,Cluster,4.133703268,3.788661321,3.564006592
2017-46,3015A,3015,Double,Double Bedroom,Control,1.855547604,NA,NA
2017-46,3015B,3015,Double,Double Bedroom,Control,1.93992374,NA,NA
2017-46,3018A,3018,Double,Double Bedroom,Control,2.257061629,NA,NA
2017-46,3018B,3018,Double,Double Bedroom,Control,2.044302839,NA,NA
2017-46,3021A,3021,Single,Single Bedroom,Control,2.697215901,NA,NA
2017-46,3021B,3021,Single,Single Bedroom,Control,2.147875514,NA,NA
2017-46,3021C,3021,Single,Single Bedroom,Control,2.260013593,NA,NA
2017-46,3021D,3021,Single,Single Bedroom,Control,2.359893663,NA,NA
2017-46,3022A,3022,Single,Single Bedroom,Control,2.299511621,NA,NA
2017-46,3022B,3022,Single,Single Bedroom,Control,2.436165717,NA,NA
2017-46,3022C,3022,Single,Single Bedroom,Control,2.207349556,NA,NA
2017-46,3022D,3022,Single,Single Bedroom,Control,2.28362161,NA,NA
2017-46,3023A,3023,Single,Single Bedroom,Individual,2.668613881,2.361040895,2.162312724
2017-46,3023B,3023,Single,Single Bedroom,Individual,2.304051624,2.363136081,2.162312724
2017-46,3023C,3023,Single,Single Bedroom,Control,2.359893663,NA,NA
2017-46,3023D,3023,Single,Single Bedroom,Control,2.484289751,NA,NA
2017-46,3024A,3024,NA,Single Bedroom,Control,2.28362161,NA,NA
2017-46,3024B,3024,NA,Single Bedroom,Control,2.121543495,NA,NA
2017-46,3027A,3027,Double,Double Bedroom,Control,1.660973326,NA,NA
2017-46,3027B,3027,Double,Double Bedroom,Individual,1.761715523,1.89573544,1.749853478
2017-46,3029A,3029,Double,Double Bedroom,Individual,1.707161987,1.896106553,1.751038793
2017-46,3029B,3029,Double,Double Bedroom,Individual,1.885370204,1.894894252,1.749853478
2017-46,3030A,3030,Double,Double Bedroom,Cluster,3.793289203,3.79381911,3.564006592
2017-46,3030B,3030,Double,Double Bedroom,Cluster,3.793289203,3.79381911,3.564006592
2017-46,3031A,3031,Double,Double Bedroom,Control,2.114131365,NA,NA
2017-46,3031B,3031,Double,Double Bedroom,Control,1.751168506,NA,NA
2017-46,3032B,3032,NA,Double Bedroom,Individual,1.92501244,1.894624577,1.749853478
2017-46,3036A,3036,NA,Single Bedroom,Individual,2.505173766,2.361980206,2.162312724
2017-46,3036B,3036,NA,Double Bedroom,Individual,1.808995254,1.89541381,1.749853478
2017-46,3037A,3037,Double,Double Bedroom,Individual,1.850819631,1.89512929,1.749853478
2017-46,3037B,3037,Double,Double Bedroom,Individual,1.900645194,1.894790341,1.749853478
2017-46,3039A,3039,Double,Double Bedroom,Control,1.873368426,NA,NA
2017-46,3039B,3039,Double,Double Bedroom,Control,1.860275578,NA,NA
2017-46,3040A,3040,NA,Single Bedroom,Control,2.512437771,NA,NA
2017-46,3040B,3040,NA,Double Bedroom,Control,1.646062026,NA,NA
2017-46,3042A,3042,Double,Double Bedroom,Cluster,3.814612227,3.793496034,3.564006592
2017-46,3042B,3042,Double,Double Bedroom,Cluster,3.814612227,3.793496034,3.564006592
2017-46,4007,4007,NA,Single Bedroom,Control,2.118819493,NA,NA
2017-46,4008A,4008,Double,Double Bedroom,Cluster,3.732552933,3.794739356,3.564006592
2017-46,4008B,4008,Double,Double Bedroom,Cluster,3.732552933,3.794739356,3.564006592
2017-46,4009A,4009,Single,Single Bedroom,Cluster,9.070472393,9.512709312,8.946056566
2017-46,4009B,4009,Single,Single Bedroom,Cluster,9.070472393,9.512709312,8.946056566
2017-46,4009C,4009,Single,Single Bedroom,Cluster,9.070472393,9.512709312,8.946056566
2017-46,4009D,4009,Single,Single Bedroom,Cluster,9.070472393,9.512709312,8.946056566
2017-46,4010A,4010,Single,Single Bedroom,Individual,2.436165717,2.362376804,2.162312724
2017-46,4010B,4010,Single,Single Bedroom,Individual,2.750787939,2.360568631,2.162312724
2017-46,4010C,4010,Single,Single Bedroom,Individual,2.798003972,2.360297274,2.162312724
2017-46,4010D,4010,Single,Single Bedroom,Individual,2.772125954,2.360445998,2.162312724
2017-46,4011A,4011,Single,Single Bedroom,Cluster,9.862248951,9.490087125,8.946056566
2017-46,4011B,4011,Single,Single Bedroom,Cluster,9.862248951,9.490087125,8.946056566
2017-46,4011C,4011,Single,Single Bedroom,Cluster,9.862248951,9.490087125,8.946056566
2017-46,4011D,4011,Single,Single Bedroom,Cluster,9.862248951,9.490087125,8.946056566
2017-46,4013A,4013,Double,Double Bedroom,Cluster,3.744191021,3.794563022,3.564006592
2017-46,4013B,4013,Double,Double Bedroom,Cluster,3.744191021,3.794563022,3.564006592
2017-46,4014A,4014,Double,Double Bedroom,Cluster,3.950767077,3.791433082,3.564006592
2017-46,4014B,4014,Double,Double Bedroom,Cluster,3.950767077,3.791433082,3.564006592
2017-46,4015A,4015,Double,Double Bedroom,Control,1.824633934,NA,NA
2017-46,4015B,4015,Double,Double Bedroom,Control,1.882096992,NA,NA
2017-46,4018A,4018,Double,Double Bedroom,Cluster,3.980589677,3.790981224,3.564006592
2017-46,4018B,4018,Double,Double Bedroom,Cluster,3.980589677,3.790981224,3.564006592
2017-46,4021A,4021,NA,Single Bedroom,Control,2.317217633,NA,NA
2017-46,4021C,4021,NA,Single Bedroom,Control,2.531051784,NA,NA
2017-46,4021D,4021,NA,Single Bedroom,Control,2.073873462,NA,NA
2017-46,4022A,4022,Single,Single Bedroom,Cluster,10.00571305,9.48598815,8.946056566
2017-46,4022B,4022,Single,Single Bedroom,Cluster,10.00571305,9.48598815,8.946056566
2017-46,4022C,4022,Single,Single Bedroom,Cluster,10.00571305,9.48598815,8.946056566
2017-46,4022D,4022,Single,Single Bedroom,Cluster,10.00571305,9.48598815,8.946056566
2017-46,4023A,4023,Single,Single Bedroom,Control,2.436165717,NA,NA
2017-46,4023B,4023,Single,Single Bedroom,Control,2.28407561,NA,NA
2017-46,4023C,4023,Single,Single Bedroom,Control,2.315401632,NA,NA
2017-46,4023D,4023,Single,Single Bedroom,Control,2.120635495,NA,NA
2017-46,4024C,4024,NA,Single Bedroom,Individual,2.207349556,2.36369184,2.162312724
2017-46,4024D,4024,NA,Single Bedroom,Individual,2.054805448,2.36456853,2.172466246
2017-46,4027A,4027,Double,Double Bedroom,Cluster,3.676908326,3.795582457,3.564006592
2017-46,4027B,4027,Double,Double Bedroom,Cluster,3.676908326,3.795582457,3.564006592
2017-46,4029A,4029,Double,Double Bedroom,Individual,1.87918747,1.894936312,1.749853478
2017-46,4029B,4029,Double,Double Bedroom,Individual,1.786446459,1.895567203,1.749853478
2017-46,4030A,4030,Double,Double Bedroom,Control,2.129406355,NA,NA
2017-46,4030B,4030,Double,Double Bedroom,Control,1.880642231,NA,NA
2017-46,4031A,4031,Double,Double Bedroom,Cluster,3.617263127,3.796486172,3.564006592
2017-46,4031B,4031,Double,Double Bedroom,Cluster,3.617263127,3.796486172,3.564006592
2017-46,4032A,4032,Double,Double Bedroom,Individual,1.838090473,1.895215883,1.749853478
2017-46,4032B,4032,Double,Double Bedroom,Individual,1.829361907,1.895275261,1.749853478
2017-46,4036A,4036,NA,Single Bedroom,Individual,2.250933587,2.363441357,2.162312724
2017-46,4036B,4036,NA,Double Bedroom,Individual,1.964290986,1.894357376,1.749853478
2017-46,4037A,4037,Double,Double Bedroom,Cluster,3.671816663,3.795659603,3.564006592
2017-46,4037B,4037,Double,Double Bedroom,Cluster,3.671816663,3.795659603,3.564006592
2017-46,4039A,4039,Double,Double Bedroom,Control,1.846819039,NA,NA
2017-46,4039B,4039,Double,Double Bedroom,Control,2.053395095,NA,NA
2017-46,4040A,4040,NA,Single Bedroom,Control,2.207349556,NA,NA
2017-46,4040B,4040,NA,Double Bedroom,Control,1.677339387,NA,NA
2017-46,4042A,4042,Double,Double Bedroom,Control,1.707889367,NA,NA
2017-46,4042B,4042,Double,Double Bedroom,Control,1.716617933,NA,NA
2017-46,5007,5007,NA,Single Bedroom,Individual,2.318161954,2.363054987,2.162312724
2017-46,5008A,5008,Double,Double Bedroom,Individual,1.74376071,1.895857582,1.751038793
2017-46,5008B,5008,Double,Double Bedroom,Individual,1.879722309,1.894932673,1.749853478
2017-46,5009A,5009,Single,Single Bedroom,Control,2.379081942,NA,NA
2017-46,5009B,5009,Single,Single Bedroom,Control,2.394434008,NA,NA
2017-46,5009C,5009,Single,Single Bedroom,Control,2.732660999,NA,NA
2017-46,5009D,5009,Single,Single Bedroom,Control,2.250278142,NA,NA
2017-46,5010A,5010,Single,Single Bedroom,Cluster,9.215147162,9.508575747,8.946056566
2017-46,5010B,5010,Single,Single Bedroom,Cluster,9.215147162,9.508575747,8.946056566
2017-46,5010C,5010,Single,Single Bedroom,Cluster,9.215147162,9.508575747,8.946056566
2017-46,5010D,5010,Single,Single Bedroom,Cluster,9.215147162,9.508575747,8.946056566
2017-46,5011A,5011,Single,Single Bedroom,Control,2.172995863,NA,NA
2017-46,5011B,5011,Single,Single Bedroom,Control,2.711217271,NA,NA
2017-46,5011C,5011,Single,Single Bedroom,Control,2.505282726,NA,NA
2017-46,5011D,5011,Single,Single Bedroom,Control,2.199261736,NA,NA
2017-46,5013A,5013,Double,Double Bedroom,Control,2.074954652,NA,NA
2017-46,5013B,5013,Double,Double Bedroom,Control,1.680046591,NA,NA
2017-46,5014A,5014,Double,Double Bedroom,Cluster,3.477461755,3.798604374,3.576095997
2017-46,5014B,5014,Double,Double Bedroom,Cluster,3.477461755,3.798604374,3.576095997
2017-46,5015A,5015,Double,Double Bedroom,Individual,2.063141993,1.89368492,1.749853478
2017-46,5015B,5015,Double,Double Bedroom,Individual,1.783228643,1.895589093,1.749853478
2017-46,5018A,5018,Double,Double Bedroom,Individual,2.140521789,1.893158527,1.749853478
2017-46,5018B,5018,Double,Double Bedroom,Individual,2.047455624,1.89379163,1.749853478
2017-46,5021A,5021,Single,Single Bedroom,Individual,2.548503556,2.361731185,2.162312724
2017-46,5021B,5021,Single,Single Bedroom,Individual,2.509906193,2.361953009,2.162312724
2017-46,5021C,5021,Single,Single Bedroom,Individual,2.109685007,2.36425313,2.172466246
2017-46,5021D,5021,Single,Single Bedroom,Individual,2.531120936,2.361831085,2.162312724
2017-46,5022A,5022,Single,Single Bedroom,Cluster,9.39163222,9.503533317,8.946056566
2017-46,5022B,5022,Single,Single Bedroom,Cluster,9.39163222,9.503533317,8.946056566
2017-46,5022C,5022,Single,Single Bedroom,Cluster,9.39163222,9.503533317,8.946056566
2017-46,5022D,5022,Single,Single Bedroom,Cluster,9.39163222,9.503533317,8.946056566
2017-46,5023A,5023,Single,Single Bedroom,Cluster,9.179952857,9.509581299,8.946056566
2017-46,5023B,5023,Single,Single Bedroom,Cluster,9.179952857,9.509581299,8.946056566
2017-46,5023C,5023,Single,Single Bedroom,Cluster,9.179952857,9.509581299,8.946056566
2017-46,5023D,5023,Single,Single Bedroom,Cluster,9.179952857,9.509581299,8.946056566
2017-46,5024A,5024,Single,Single Bedroom,Control,2.080560195,NA,NA
2017-46,5024B,5024,Single,Single Bedroom,Control,2.846473046,NA,NA
2017-46,5024C,5024,Single,Single Bedroom,Control,2.077142264,NA,NA
2017-46,5024D,5024,Single,Single Bedroom,Control,2.458502533,NA,NA
2017-46,5027A,5027,NA,Double Bedroom,Individual,1.814229541,1.895378202,1.749853478
2017-46,5027B,5027,NA,Double Bedroom,Individual,1.983951653,1.89422363,1.749853478
2017-46,5029A,5029,Double,Double Bedroom,Cluster,3.279299186,3.801606837,3.576095997
2017-46,5029B,5029,Double,Double Bedroom,Cluster,3.279299186,3.801606837,3.576095997
2017-46,5030A,5030,Double,Double Bedroom,Individual,1.754212019,1.895786485,1.749853478
2017-46,5030B,5030,Double,Double Bedroom,Individual,1.884049434,1.894903237,1.749853478
2017-46,5031A,5031,Double,Double Bedroom,Cluster,4.200992301,3.78764179,3.564006592
2017-46,5031B,5031,Double,Double Bedroom,Cluster,4.200992301,3.78764179,3.564006592
2017-46,5032A,5032,Double,Double Bedroom,Individual,1.765065301,1.895712653,1.749853478
2017-46,5032B,5032,Double,Double Bedroom,Individual,1.691230928,1.896214928,1.751038793
2017-46,5036A,5036,NA,Single Bedroom,Individual,2.173753532,2.36388492,2.162312724
2017-46,5036B,5036,NA,Double Bedroom,Individual,2.093075614,1.89348129,1.749853478
2017-46,5037A,5037,Double,Double Bedroom,Control,2.094683508,NA,NA
2017-46,5037B,5037,Double,Double Bedroom,Control,1.898463053,NA,NA
2017-46,5039A,5039,Double,Double Bedroom,Cluster,3.844439664,3.793044103,3.564006592
2017-46,5039B,5039,Double,Double Bedroom,Cluster,3.844439664,3.793044103,3.564006592
2017-46,5040A,5040,NA,Single Bedroom,Individual,2.34082565,2.362924736,2.162312724
2017-46,5040B,5040,NA,Double Bedroom,Individual,1.936828808,1.894544194,1.749853478
2017-46,5042A,5042,Double,Double Bedroom,Cluster,3.532679061,3.797767748,3.576095997
2017-46,5042B,5042,Double,Double Bedroom,Cluster,3.532679061,3.797767748,3.576095997
2017-46,6008A,6008,Double,Double Bedroom,Control,1.680855862,NA,NA
2017-46,6008B,6008,Double,Double Bedroom,Control,1.978824048,NA,NA
2017-46,6009A,6009,Single,Single Bedroom,Cluster,10.21529632,9.480000057,8.946056566
2017-46,6009B,6009,Single,Single Bedroom,Cluster,10.21529632,9.480000057,8.946056566
2017-46,6009C,6009,Single,Single Bedroom,Cluster,10.21529632,9.480000057,8.946056566
2017-46,6009D,6009,Single,Single Bedroom,Cluster,10.21529632,9.480000057,8.946056566
2017-46,6010A,6010,Single,Single Bedroom,Individual,2.183789329,2.363827243,2.162312724
2017-46,6010B,6010,Single,Single Bedroom,Individual,2.49941513,2.362013302,2.162312724
2017-46,6010C,6010,Single,Single Bedroom,Individual,2.215402088,2.363645561,2.162312724
2017-46,6010D,6010,Single,Single Bedroom,Individual,2.201719952,2.363724194,2.162312724
2017-46,6011A,6011,Single,Single Bedroom,Individual,2.327055309,2.363003876,2.162312724
2017-46,6011B,6011,Single,Single Bedroom,Individual,2.449797753,2.362298459,2.162312724
2017-46,6011C,6011,Single,Single Bedroom,Individual,2.492732353,2.362051709,2.162312724
2017-46,6011D,6011,Single,Single Bedroom,Individual,2.511983771,2.361941068,2.162312724
2017-46,6013A,6013,Double,Double Bedroom,Cluster,3.980661066,3.790980142,3.564006592
2017-46,6013B,6013,Double,Double Bedroom,Cluster,3.980661066,3.790980142,3.564006592
2017-46,6014A,6014,Double,Double Bedroom,Cluster,4.235246932,3.787122781,3.564006592
2017-46,6014B,6014,Double,Double Bedroom,Cluster,4.235246932,3.787122781,3.564006592
2017-46,6015A,6015,Double,Double Bedroom,Individual,1.911093461,1.894719264,1.749853478
2017-46,6015B,6015,Double,Double Bedroom,Individual,1.7959315,1.895502679,1.749853478
2017-46,6018A,6018,Double,Double Bedroom,Individual,1.901382209,1.894785327,1.749853478
2017-46,6018B,6018,Double,Double Bedroom,Individual,1.66669362,1.896381848,1.751038793
2017-46,6021A,6021,Single,Single Bedroom,Cluster,10.24536737,9.479140884,8.946056566
2017-46,6021B,6021,Single,Single Bedroom,Cluster,10.24536737,9.479140884,8.946056566
2017-46,6021C,6021,Single,Single Bedroom,Cluster,10.24536737,9.479140884,8.946056566
2017-46,6021D,6021,Single,Single Bedroom,Cluster,10.24536737,9.479140884,8.946056566
2017-46,6022A,6022,Single,Single Bedroom,Cluster,8.820177747,9.519860588,9.02389196
2017-46,6022B,6022,Single,Single Bedroom,Cluster,8.820177747,9.519860588,9.02389196
2017-46,6022C,6022,Single,Single Bedroom,Cluster,8.820177747,9.519860588,9.02389196
2017-46,6022D,6022,Single,Single Bedroom,Cluster,8.820177747,9.519860588,9.02389196
2017-46,6023A,6023,NA,Single Bedroom,Individual,2.18107767,2.363842828,2.162312724
2017-46,6023B,6023,NA,Single Bedroom,Individual,2.546978115,2.361739952,2.162312724
2017-46,6023C,6023,NA,Single Bedroom,Control,2.464951141,NA,NA
2017-46,6023D,6023,NA,Single Bedroom,Control,2.614464571,NA,NA
2017-46,6024A,6024,Single,Single Bedroom,Control,2.470706061,NA,NA
2017-46,6024B,6024,Single,Single Bedroom,Control,2.614464571,NA,NA
2017-46,6024C,6024,Single,Single Bedroom,Control,2.248500145,NA,NA
2017-46,6024D,6024,Single,Single Bedroom,Control,2.655883832,NA,NA
2017-46,6027A,6027,Double,Double Bedroom,Control,2.200402518,NA,NA
2017-46,6027B,6027,Double,Double Bedroom,Control,1.778330424,NA,NA
2017-46,6029A,6029,Double,Double Bedroom,Cluster,3.538188705,3.797684269,3.576095997
2017-46,6029B,6029,Double,Double Bedroom,Cluster,3.538188705,3.797684269,3.576095997
2017-46,6030A,6030,Double,Double Bedroom,Cluster,3.811511998,3.793543007,3.564006592
2017-46,6030B,6030,Double,Double Bedroom,Cluster,3.811511998,3.793543007,3.564006592
2017-46,6031A,6031,Double,Double Bedroom,Cluster,3.578769386,3.79706941,3.564006592
2017-46,6031B,6031,Double,Double Bedroom,Cluster,3.578769386,3.79706941,3.564006592
2017-46,6032A,6032,Double,Double Bedroom,Control,1.863146816,NA,NA
2017-46,6032B,6032,Double,Double Bedroom,Control,1.807176803,NA,NA
2017-46,6036A,6036,NA,Single Bedroom,Individual,2.516977774,2.361912367,2.162312724
2017-46,6036B,6036,NA,Double Bedroom,Individual,1.928266511,1.894602441,1.749853478
2017-46,6037A,6037,Double,Double Bedroom,Cluster,3.90005411,3.79220146,3.564006592
2017-46,6037B,6037,Double,Double Bedroom,Cluster,3.90005411,3.79220146,3.564006592
2017-46,6039A,6039,Double,Double Bedroom,Individual,1.750192284,1.89581383,1.750699987
2017-46,6039B,6039,Double,Double Bedroom,Individual,1.79199752,1.89552944,1.749853478
2017-46,6040A,6040,NA,Single Bedroom,Individual,2.63850458,2.361213937,2.162312724
2017-46,6040B,6040,NA,Double Bedroom,Individual,2.04443683,1.893812166,1.749853478
2017-46,6042A,6042,Double,Double Bedroom,Cluster,3.728319579,3.794803498,3.564006592
2017-46,6042B,6042,Double,Double Bedroom,Cluster,3.728319579,3.794803498,3.564006592
2017-47,1008A,1008,Double,Double Bedroom,Cluster,4.416985739,4.334512358,4.112755351
2017-47,1008B,1008,Double,Double Bedroom,Cluster,4.416985739,4.334512358,4.112755351
2017-47,1009A,1009,NA,Single Bedroom,Control,2.451808614,NA,NA
2017-47,1009B,1009,NA,Single Bedroom,Control,2.290080407,NA,NA
2017-47,1009C,1009,NA,Single Bedroom,Control,2.451808614,NA,NA
2017-47,1010A,1010,Single,Single Bedroom,Individual,2.909440937,2.678103986,2.452408668
2017-47,1010B,1010,Single,Single Bedroom,Individual,2.985712991,2.677668146,2.452408668
2017-47,1010C,1010,Single,Single Bedroom,Individual,2.604352722,2.679847347,2.452408668
2017-47,1010D,1010,Single,Single Bedroom,Individual,2.833168883,2.678539826,2.452408668
2017-47,1011A,1011,Single,Single Bedroom,Individual,2.279535607,2.681703445,2.45833116
2017-47,1011B,1011,Single,Single Bedroom,Individual,2.299264507,2.681590708,2.45833116
2017-47,1011C,1011,Single,Single Bedroom,Individual,2.660895876,2.679524243,2.452408668
2017-47,1011D,1011,Single,Single Bedroom,Individual,2.299264507,2.681590708,2.45833116
2017-47,1013A,1013,Double,Double Bedroom,Control,2.086292949,NA,NA
2017-47,1013B,1013,Double,Double Bedroom,Control,2.025192989,NA,NA
2017-47,1014A,1014,Double,Double Bedroom,Individual,2.33069279,2.164289878,2.000922588
2017-47,1014B,1014,Double,Double Bedroom,Individual,2.460732797,2.163405252,2.000922588
2017-47,1015A,1015,Double,Double Bedroom,Individual,2.091099854,2.165919762,2.000922588
2017-47,1015B,1015,Double,Double Bedroom,Individual,2.152199814,2.165504116,2.000922588
2017-47,1018A,1018,Double,Double Bedroom,Individual,2.338532876,2.164236544,2.000922588
2017-47,1018B,1018,Double,Double Bedroom,Individual,2.452892711,2.163458586,2.000922588
2017-47,1021A,1021,Single,Single Bedroom,Control,2.385323465,NA,NA
2017-47,1021B,1021,Single,Single Bedroom,Control,2.69041168,NA,NA
2017-47,1021C,1021,Single,Single Bedroom,Control,2.919227841,NA,NA
2017-47,1021D,1021,Single,Single Bedroom,Control,2.69041168,NA,NA
2017-47,1022A,1022,Single,Single Bedroom,Control,2.766683734,NA,NA
2017-47,1022B,1022,Single,Single Bedroom,Control,3.071286139,NA,NA
2017-47,1022C,1022,Single,Single Bedroom,Control,2.309051411,NA,NA
2017-47,1022D,1022,Single,Single Bedroom,Control,2.309051411,NA,NA
2017-47,1023A,1023,Single,Single Bedroom,Individual,2.299264507,2.681590708,2.45833116
2017-47,1023B,1023,Single,Single Bedroom,Individual,2.537867572,2.680227262,2.452408668
2017-47,1023C,1023,Single,Single Bedroom,Individual,2.776107187,2.678865893,2.452408668
2017-47,1023D,1023,Single,Single Bedroom,Individual,2.776107187,2.678865893,2.452408668
2017-47,1024A,1024,Single,Single Bedroom,Control,2.305265043,NA,NA
2017-47,1024B,1024,Single,Single Bedroom,Control,2.457809151,NA,NA
2017-47,1024C,1024,Single,Single Bedroom,Control,2.385323465,NA,NA
2017-47,1024D,1024,Single,Single Bedroom,Control,2.610353258,NA,NA
2017-47,2007,2007,NA,Single Bedroom,Control,2.529602114,NA,NA
2017-47,2008A,2008,Double,Double Bedroom,Control,2.250307382,NA,NA
2017-47,2008B,2008,Double,Double Bedroom,Control,1.944807581,NA,NA
2017-47,2009A,2009,NA,Single Bedroom,Control,2.427734283,NA,NA
2017-47,2009B,2009,NA,Single Bedroom,Control,2.504006336,NA,NA
2017-47,2009C,2009,NA,Single Bedroom,Control,2.732822498,NA,NA
2017-47,2010A,2010,Single,Single Bedroom,Individual,2.656550444,2.679549074,2.452408668
2017-47,2010B,2010,Single,Single Bedroom,Individual,2.809094551,2.678677394,2.452408668
2017-47,2010C,2010,Single,Single Bedroom,Individual,2.351462229,2.681292436,2.45833116
2017-47,2010D,2010,Single,Single Bedroom,Individual,3.114182766,2.676934033,2.452408668
2017-47,2011A,2011,Single,Single Bedroom,Cluster,10.47365767,10.77626211,10.12042022
2017-47,2011B,2011,Single,Single Bedroom,Cluster,10.47365767,10.77626211,10.12042022
2017-47,2011C,2011,Single,Single Bedroom,Cluster,10.47365767,10.77626211,10.12042022
2017-47,2011D,2011,Single,Single Bedroom,Cluster,10.47365767,10.77626211,10.12042022
2017-47,2013A,2013,Double,Double Bedroom,Cluster,4.195114963,4.337874037,4.112755351
2017-47,2013B,2013,Double,Double Bedroom,Cluster,4.195114963,4.337874037,4.112755351
2017-47,2014A,2014,Double,Double Bedroom,Individual,1.88370762,2.167330594,2.000925152
2017-47,2014B,2014,Double,Double Bedroom,Individual,1.944807581,2.166914948,2.000925152
2017-47,2015A,2015,Double,Double Bedroom,Control,2.005907541,NA,NA
2017-47,2015B,2015,Double,Double Bedroom,Control,1.887879013,NA,NA
2017-47,2018A,2018,Double,Double Bedroom,Cluster,4.261931479,4.336861665,4.112755351
2017-47,2018B,2018,Double,Double Bedroom,Cluster,4.261931479,4.336861665,4.112755351
2017-47,2021A,2021,Single,Single Bedroom,Cluster,10.10656953,10.78675034,10.15293916
2017-47,2021B,2021,Single,Single Bedroom,Cluster,10.10656953,10.78675034,10.15293916
2017-47,2021C,2021,Single,Single Bedroom,Cluster,10.10656953,10.78675034,10.15293916
2017-47,2021D,2021,Single,Single Bedroom,Cluster,10.10656953,10.78675034,10.15293916
2017-47,2022A,2022,Single,Single Bedroom,Cluster,10.15081155,10.78548628,10.12254782
2017-47,2022B,2022,Single,Single Bedroom,Cluster,10.15081155,10.78548628,10.12254782
2017-47,2022C,2022,Single,Single Bedroom,Cluster,10.15081155,10.78548628,10.12254782
2017-47,2022D,2022,Single,Single Bedroom,Cluster,10.15081155,10.78548628,10.12254782
2017-47,2023A,2023,Single,Single Bedroom,Individual,2.802874956,2.678712934,2.452408668
2017-47,2023B,2023,Single,Single Bedroom,Individual,1.887610311,2.683943018,2.45833116
2017-47,2023C,2023,Single,Single Bedroom,Individual,2.802874956,2.678712934,2.452408668
2017-47,2023D,2023,Single,Single Bedroom,Individual,2.345242634,2.681327976,2.45833116
2017-47,2024A,2024,Single,Single Bedroom,Control,2.345242634,NA,NA
2017-47,2024B,2024,Single,Single Bedroom,Control,2.116426472,NA,NA
2017-47,2024C,2024,Single,Single Bedroom,Control,2.497786741,NA,NA
2017-47,2024D,2024,Single,Single Bedroom,Control,2.26897058,NA,NA
2017-47,2027A,2027,NA,Double Bedroom,Control,2.000925152,NA,NA
2017-47,2029A,2029,Double,Double Bedroom,Cluster,4.368450066,4.335247747,4.112755351
2017-47,2029B,2029,Double,Double Bedroom,Cluster,4.368450066,4.335247747,4.112755351
2017-47,2030A,2030,Double,Double Bedroom,Cluster,4.129963124,4.338861186,4.112755351
2017-47,2030B,2030,Double,Double Bedroom,Cluster,4.129963124,4.338861186,4.112755351
2017-47,2031A,2031,Double,Double Bedroom,Individual,2.015116111,2.166436658,2.000922588
2017-47,2031B,2031,Double,Double Bedroom,Individual,2.062025112,2.16611755,2.000922588
2017-47,2032A,2032,Double,Double Bedroom,Control,2.300633146,NA,NA
2017-47,2032B,2032,Double,Double Bedroom,Control,2.000925152,NA,NA
2017-47,2036A,2036,NA,Single Bedroom,Individual,2.345242634,2.681327976,2.45833116
2017-47,2036B,2036,NA,Double Bedroom,Individual,2.000925152,2.166533196,2.000922588
2017-47,2037A,2037,Double,Double Bedroom,Control,2.242171447,NA,NA
2017-47,2037B,2037,Double,Double Bedroom,Control,2.128107461,NA,NA
2017-47,2039A,2039,Double,Double Bedroom,Individual,2.067007501,2.166083656,2.000922588
2017-47,2039B,2039,Double,Double Bedroom,Individual,2.005907541,2.166499302,2.000922588
2017-47,2040A,2040,NA,Single Bedroom,Individual,2.732822498,2.679113234,2.452408668
2017-47,2040B,2040,NA,Double Bedroom,Individual,2.005907541,2.166499302,2.000922588
2017-47,2042A,2042,Double,Double Bedroom,Individual,2.067007501,2.166083656,2.000922588
2017-47,2042B,2042,Double,Double Bedroom,Individual,2.067007501,2.166083656,2.000922588
2017-47,3007,3007,NA,Single Bedroom,Control,2.596057388,NA,NA
2017-47,3008A,3008,Double,Double Bedroom,Individual,2.163613319,2.165426473,2.000922588
2017-47,3008B,3008,Double,Double Bedroom,Individual,2.3469132,2.164179535,2.000922588
2017-47,3009A,3009,Single,Single Bedroom,Control,2.47205681,NA,NA
2017-47,3009B,3009,Single,Single Bedroom,Control,2.700872971,NA,NA
2017-47,3009C,3009,Single,Single Bedroom,Control,2.47205681,NA,NA
